id,Gender,Customer_Type,Age,Age_Category,Type_of_Travel,Class,Flight_Distance,Flight_Distance_Category,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_Delay_in_Minutes,Departure_Delay_Category,Arrival_Delay_in_Minutes,Satisfaction
60497,Female,Loyal Customer,44,Adolescent,Business travel,Business,2441,Long-Haul,2,2,2,2,2,5,1,5,5,5,5,1,5,3,13,Minor Delay,0,satisfied
92961,Female,Disloyal Customer,35,Adolescent,Business travel,Business,1694,Long-Haul,2,2,2,3,3,2,3,3,4,4,3,3,5,3,0,Minor Delay,0,neutral or dissatisfied
100835,Male,Loyal Customer,55,Adolescent,Business travel,Business,1970,Long-Haul,4,4,2,4,2,4,5,3,3,3,3,4,3,5,0,Minor Delay,0,satisfied
59056,Female,Loyal Customer,46,Adolescent,Business travel,Business,1723,Long-Haul,2,2,2,2,5,3,3,2,2,2,2,4,2,3,5,Minor Delay,0,neutral or dissatisfied
55953,Male,Loyal Customer,55,Adolescent,Business travel,Business,1620,Long-Haul,3,3,3,3,3,5,5,4,4,4,4,3,4,4,0,Minor Delay,0,satisfied
37189,Male,Loyal Customer,33,Adolescent,Business travel,Eco Plus,1237,Short-Haul,4,3,1,3,4,4,4,4,3,4,1,1,4,4,0,Minor Delay,0,satisfied
9958,Female,Disloyal Customer,23,Adolescent,Business travel,Eco,457,Short-Haul,4,2,4,4,4,4,4,4,1,4,3,4,1,4,290,Severe Delay,285,neutral or dissatisfied
91372,Female,Loyal Customer,60,Old,Personal Travel,Eco Plus,270,Short-Haul,2,2,5,1,5,2,1,4,4,5,1,1,4,1,0,Minor Delay,21,neutral or dissatisfied
98079,Male,Loyal Customer,40,Adolescent,Personal Travel,Eco,1449,Short-Haul,3,2,3,2,4,3,4,4,2,3,3,4,3,4,0,Minor Delay,0,neutral or dissatisfied
125534,Male,Loyal Customer,39,Adolescent,Business travel,Business,226,Short-Haul,4,4,4,4,2,5,4,5,5,4,5,4,5,4,4,Minor Delay,5,satisfied
77572,Male,Disloyal Customer,20,Adolescent,Business travel,Eco,731,Short-Haul,3,4,4,4,3,4,3,3,5,5,5,5,5,3,3,Minor Delay,0,neutral or dissatisfied
100517,Male,Loyal Customer,37,Adolescent,Personal Travel,Eco,580,Short-Haul,0,2,0,2,1,0,1,1,3,3,2,3,2,1,0,Minor Delay,0,satisfied
14011,Female,Loyal Customer,57,Adolescent,Business travel,Business,2054,Long-Haul,1,4,3,3,1,4,3,2,2,2,1,4,2,2,0,Minor Delay,0,neutral or dissatisfied
50259,Female,Loyal Customer,48,Adolescent,Business travel,Business,3973,Long-Haul,2,2,2,2,2,3,3,3,3,3,2,2,3,1,0,Minor Delay,0,neutral or dissatisfied
15825,Female,Disloyal Customer,59,Adolescent,Business travel,Business,195,Short-Haul,2,2,2,1,4,2,4,4,4,5,5,4,5,4,0,Minor Delay,0,neutral or dissatisfied
41178,Female,Loyal Customer,28,Adolescent,Personal Travel,Eco,468,Short-Haul,2,4,3,1,4,3,4,4,5,5,4,4,4,4,5,Minor Delay,0,neutral or dissatisfied
15146,Female,Disloyal Customer,22,Adolescent,Business travel,Eco,912,Short-Haul,1,1,1,3,3,1,3,3,3,5,3,4,4,3,0,Minor Delay,0,neutral or dissatisfied
125633,Female,Loyal Customer,44,Adolescent,Business travel,Business,899,Short-Haul,4,4,4,4,4,4,5,5,5,5,5,3,5,5,30,Moderate Delay,20,satisfied
34173,Female,Loyal Customer,41,Adolescent,Business travel,Business,1189,Short-Haul,2,1,1,1,1,4,4,2,2,2,2,3,2,4,0,Minor Delay,0,neutral or dissatisfied
37357,Female,Loyal Customer,42,Adolescent,Business travel,Business,2201,Long-Haul,5,5,5,5,5,2,3,5,5,5,5,1,5,3,101,Severe Delay,122,satisfied
4620,Male,Loyal Customer,10,Children,Personal Travel,Eco,719,Short-Haul,1,5,1,1,1,1,1,1,3,5,4,4,5,1,55,Moderate Delay,73,neutral or dissatisfied
100252,Male,Loyal Customer,51,Adolescent,Business travel,Business,2939,Long-Haul,5,5,5,5,5,4,4,4,4,4,4,4,4,5,0,Minor Delay,0,satisfied
3076,Male,Loyal Customer,46,Adolescent,Business travel,Business,2504,Long-Haul,4,4,4,4,4,4,5,3,3,2,3,4,3,5,0,Minor Delay,5,satisfied
43752,Male,Loyal Customer,38,Adolescent,Business travel,Business,3995,Long-Haul,3,3,4,3,5,5,5,4,4,4,4,1,4,5,0,Minor Delay,0,satisfied
69683,Male,Loyal Customer,25,Adolescent,Business travel,Business,2580,Long-Haul,3,3,3,3,4,4,4,4,4,4,4,4,5,4,0,Minor Delay,0,satisfied
85830,Male,Loyal Customer,67,Old,Personal Travel,Eco,666,Short-Haul,4,3,3,2,5,3,4,5,2,5,4,5,1,5,14,Minor Delay,13,neutral or dissatisfied
4602,Male,Loyal Customer,39,Adolescent,Personal Travel,Eco Plus,416,Short-Haul,5,1,5,3,3,5,4,3,2,1,4,4,4,3,0,Minor Delay,0,satisfied
26717,Female,Loyal Customer,69,Old,Personal Travel,Eco,581,Short-Haul,1,5,1,2,4,4,4,2,2,1,4,3,2,3,0,Minor Delay,0,neutral or dissatisfied
20540,Male,Loyal Customer,57,Adolescent,Business travel,Business,533,Short-Haul,2,4,4,4,5,2,3,2,2,2,2,2,2,4,29,Minor Delay,15,neutral or dissatisfied
55404,Male,Loyal Customer,30,Adolescent,Business travel,Business,1290,Short-Haul,2,2,2,2,5,5,5,5,5,5,4,4,5,5,0,Minor Delay,0,satisfied
56042,Male,Loyal Customer,27,Adolescent,Business travel,Eco,2586,Long-Haul,3,4,4,4,3,3,3,3,4,2,4,3,1,3,20,Minor Delay,6,neutral or dissatisfied
109100,Female,Loyal Customer,15,Children,Personal Travel,Eco,781,Short-Haul,2,5,2,3,2,2,2,2,3,5,5,3,4,2,0,Minor Delay,27,neutral or dissatisfied
77276,Female,Loyal Customer,48,Adolescent,Business travel,Business,1931,Long-Haul,1,1,1,1,5,4,5,4,4,4,4,3,4,5,0,Minor Delay,0,satisfied
32876,Male,Loyal Customer,70,Old,Personal Travel,Eco,101,Short-Haul,1,5,1,4,4,1,1,4,4,4,4,4,4,4,0,Minor Delay,2,neutral or dissatisfied
27398,Female,Loyal Customer,31,Adolescent,Business travel,Business,2289,Long-Haul,2,2,2,2,4,4,4,4,5,5,4,5,5,4,0,Minor Delay,0,satisfied
25616,Male,Disloyal Customer,24,Adolescent,Business travel,Eco,666,Short-Haul,4,0,4,2,4,1,1,3,5,3,3,1,4,1,209,Severe Delay,194,satisfied
45119,Male,Loyal Customer,33,Adolescent,Personal Travel,Eco,157,Short-Haul,2,5,2,3,2,2,2,2,3,3,5,5,4,2,5,Minor Delay,6,neutral or dissatisfied
87881,Male,Loyal Customer,13,Children,Personal Travel,Eco Plus,214,Short-Haul,2,3,2,3,1,2,1,1,3,4,4,5,4,1,32,Moderate Delay,18,neutral or dissatisfied
30790,Female,Loyal Customer,58,Adolescent,Personal Travel,Eco,895,Short-Haul,3,1,3,3,3,2,3,2,2,3,2,4,2,3,0,Minor Delay,0,neutral or dissatisfied
88634,Male,Loyal Customer,49,Adolescent,Personal Travel,Eco,406,Short-Haul,2,4,2,1,2,2,2,2,2,4,3,3,4,2,2,Minor Delay,0,neutral or dissatisfied
89521,Female,Loyal Customer,21,Adolescent,Personal Travel,Business,944,Short-Haul,2,1,2,3,1,2,1,1,4,4,4,1,4,1,0,Minor Delay,0,neutral or dissatisfied
56375,Male,Loyal Customer,61,Old,Personal Travel,Eco,200,Short-Haul,4,3,4,3,4,4,5,4,1,2,4,1,4,4,0,Minor Delay,0,neutral or dissatisfied
104954,Male,Loyal Customer,66,Old,Personal Travel,Business,337,Short-Haul,4,4,4,1,2,5,4,5,5,4,5,3,5,3,16,Minor Delay,1,satisfied
89518,Female,Loyal Customer,54,Adolescent,Personal Travel,Business,1069,Short-Haul,2,2,2,3,4,4,4,4,4,2,4,3,4,3,12,Minor Delay,0,neutral or dissatisfied
28943,Male,Loyal Customer,23,Adolescent,Business travel,Eco,978,Short-Haul,5,2,2,2,5,4,4,5,1,5,1,1,3,5,0,Minor Delay,0,satisfied
30202,Male,Loyal Customer,34,Adolescent,Business travel,Eco Plus,95,Short-Haul,0,0,0,3,5,0,1,5,4,4,1,3,3,5,0,Minor Delay,0,satisfied
111474,Male,Loyal Customer,61,Old,Personal Travel,Eco Plus,1024,Short-Haul,2,5,2,1,4,2,4,4,5,4,2,5,3,4,0,Minor Delay,0,neutral or dissatisfied
29335,Female,Loyal Customer,8,Children,Personal Travel,Eco,933,Short-Haul,4,5,4,2,1,4,1,1,4,2,4,3,5,1,0,Minor Delay,1,neutral or dissatisfied
105512,Female,Loyal Customer,36,Adolescent,Business travel,Business,1590,Long-Haul,2,2,2,2,5,5,4,3,3,3,3,4,3,4,7,Minor Delay,6,satisfied
37649,Male,Loyal Customer,25,Adolescent,Personal Travel,Eco,944,Short-Haul,3,4,3,1,1,3,1,1,2,1,2,3,2,1,0,Minor Delay,0,neutral or dissatisfied
91334,Male,Loyal Customer,69,Old,Personal Travel,Eco Plus,404,Short-Haul,3,5,3,5,2,3,3,2,5,2,4,4,4,2,0,Minor Delay,0,neutral or dissatisfied
59034,Male,Loyal Customer,43,Adolescent,Business travel,Business,1744,Long-Haul,4,4,4,4,5,5,4,5,5,4,5,3,5,5,107,Severe Delay,97,satisfied
98748,Female,Loyal Customer,16,Children,Personal Travel,Eco,1290,Short-Haul,2,4,2,2,2,2,2,2,5,2,3,5,5,2,0,Minor Delay,0,neutral or dissatisfied
111172,Male,Loyal Customer,21,Adolescent,Personal Travel,Business,1506,Long-Haul,2,5,2,3,1,2,2,1,4,2,3,5,5,1,32,Moderate Delay,36,neutral or dissatisfied
82372,Male,Loyal Customer,39,Adolescent,Business travel,Eco Plus,453,Short-Haul,1,0,0,4,4,0,4,4,2,1,3,4,4,4,0,Minor Delay,6,neutral or dissatisfied
2670,Male,Loyal Customer,25,Adolescent,Personal Travel,Eco,597,Short-Haul,1,4,1,2,1,1,1,1,4,5,4,3,4,1,28,Minor Delay,27,neutral or dissatisfied
110451,Male,Loyal Customer,28,Adolescent,Personal Travel,Eco,925,Short-Haul,3,2,4,4,5,4,5,5,1,5,3,4,3,5,10,Minor Delay,0,neutral or dissatisfied
71345,Male,Loyal Customer,45,Adolescent,Personal Travel,Eco,1514,Long-Haul,1,2,0,3,5,0,5,5,4,1,3,2,4,5,14,Minor Delay,0,neutral or dissatisfied
125679,Male,Loyal Customer,23,Adolescent,Business travel,Business,759,Short-Haul,3,4,4,4,3,3,3,3,3,1,2,3,3,3,0,Minor Delay,7,neutral or dissatisfied
69275,Female,Loyal Customer,59,Adolescent,Personal Travel,Eco,733,Short-Haul,3,4,3,3,4,4,4,4,4,3,4,2,4,3,0,Minor Delay,0,neutral or dissatisfied
114632,Female,Disloyal Customer,28,Adolescent,Business travel,Business,447,Short-Haul,5,5,5,2,3,5,1,3,5,4,5,5,4,3,42,Moderate Delay,34,satisfied
64946,Female,Loyal Customer,63,Old,Business travel,Business,469,Short-Haul,3,1,1,1,2,4,3,3,3,3,3,3,3,2,50,Moderate Delay,37,neutral or dissatisfied
97599,Male,Loyal Customer,42,Adolescent,Business travel,Business,3787,Long-Haul,2,2,2,2,3,4,4,2,2,2,2,2,2,3,20,Minor Delay,17,neutral or dissatisfied
41387,Female,Disloyal Customer,14,Children,Business travel,Eco,563,Short-Haul,2,4,2,3,1,2,1,1,1,5,3,4,4,1,9,Minor Delay,18,neutral or dissatisfied
31711,Male,Loyal Customer,58,Adolescent,Personal Travel,Eco,967,Short-Haul,3,5,3,3,2,3,2,2,5,5,4,3,4,2,0,Minor Delay,0,neutral or dissatisfied
101242,Female,Disloyal Customer,24,Adolescent,Business travel,Eco,805,Short-Haul,1,0,0,3,3,1,3,3,4,5,4,1,4,3,0,Minor Delay,0,neutral or dissatisfied
27789,Female,Loyal Customer,70,Old,Business travel,Eco,909,Short-Haul,1,3,3,3,4,3,3,1,1,1,1,1,1,1,5,Minor Delay,30,neutral or dissatisfied
45411,Male,Loyal Customer,40,Adolescent,Business travel,Business,3035,Long-Haul,4,4,4,4,4,5,2,3,3,2,3,3,3,4,16,Minor Delay,22,satisfied
97486,Male,Loyal Customer,41,Adolescent,Business travel,Business,2537,Long-Haul,2,4,4,4,3,2,2,2,2,2,2,3,2,4,66,Severe Delay,46,neutral or dissatisfied
28816,Male,Loyal Customer,24,Adolescent,Business travel,Eco,987,Short-Haul,0,3,0,3,1,3,1,1,5,4,2,2,4,1,42,Moderate Delay,22,satisfied
108900,Male,Loyal Customer,46,Adolescent,Business travel,Business,1066,Short-Haul,1,1,1,1,2,4,4,4,4,4,4,4,4,4,9,Minor Delay,0,satisfied
83805,Female,Loyal Customer,54,Adolescent,Business travel,Business,2381,Long-Haul,5,5,5,5,4,5,4,4,4,4,4,3,4,3,68,Severe Delay,66,satisfied
21831,Male,Loyal Customer,35,Adolescent,Personal Travel,Eco,640,Short-Haul,1,5,1,2,3,1,3,3,3,5,5,3,5,3,11,Minor Delay,16,neutral or dissatisfied
58004,Female,Loyal Customer,55,Adolescent,Business travel,Business,2455,Long-Haul,5,5,5,5,5,4,5,5,5,5,5,3,5,3,23,Minor Delay,13,satisfied
126550,Female,Loyal Customer,54,Adolescent,Personal Travel,Eco,644,Short-Haul,4,4,4,4,4,5,5,4,4,4,4,5,4,4,22,Minor Delay,20,neutral or dissatisfied
128502,Male,Loyal Customer,19,Adolescent,Personal Travel,Eco,651,Short-Haul,3,0,3,3,1,3,1,1,3,1,4,1,4,1,49,Moderate Delay,98,neutral or dissatisfied
64049,Male,Loyal Customer,55,Adolescent,Business travel,Business,3678,Long-Haul,2,2,2,2,4,4,5,4,4,5,4,4,4,3,18,Minor Delay,38,satisfied
71342,Female,Loyal Customer,69,Old,Personal Travel,Eco,1514,Long-Haul,2,5,3,2,3,1,4,5,5,3,4,4,4,4,90,Severe Delay,140,neutral or dissatisfied
43846,Male,Loyal Customer,42,Adolescent,Business travel,Business,2469,Long-Haul,1,1,1,1,2,3,4,4,4,4,5,4,4,5,0,Minor Delay,1,satisfied
64144,Male,Loyal Customer,44,Adolescent,Business travel,Eco,989,Short-Haul,3,2,2,2,3,3,3,3,1,3,3,4,3,3,0,Minor Delay,0,neutral or dissatisfied
67178,Female,Loyal Customer,13,Children,Personal Travel,Eco,1017,Short-Haul,4,4,4,3,4,4,4,4,1,5,3,3,3,4,0,Minor Delay,0,neutral or dissatisfied
41284,Male,Loyal Customer,36,Adolescent,Business travel,Business,3312,Long-Haul,1,5,5,5,1,4,3,1,1,1,1,2,1,3,0,Minor Delay,0,neutral or dissatisfied
113497,Female,Loyal Customer,47,Adolescent,Business travel,Business,3735,Long-Haul,2,2,2,2,5,5,5,5,5,4,5,5,5,5,0,Minor Delay,0,satisfied
71967,Male,Loyal Customer,63,Old,Business travel,Business,1437,Short-Haul,2,2,2,2,4,4,4,2,2,2,2,4,2,1,11,Minor Delay,12,neutral or dissatisfied
61896,Female,Loyal Customer,7,Children,Personal Travel,Eco Plus,2254,Long-Haul,2,4,2,1,1,2,1,1,5,4,4,3,4,1,29,Minor Delay,5,neutral or dissatisfied
68313,Male,Loyal Customer,47,Adolescent,Business travel,Business,2165,Long-Haul,5,5,5,5,3,3,5,4,4,4,4,3,4,4,0,Minor Delay,4,satisfied
3326,Male,Loyal Customer,49,Adolescent,Business travel,Business,3997,Long-Haul,4,4,4,4,5,5,4,5,5,4,5,4,5,5,37,Moderate Delay,77,satisfied
59068,Female,Loyal Customer,40,Adolescent,Business travel,Business,1726,Long-Haul,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0,Minor Delay,0,satisfied
61979,Female,Loyal Customer,50,Adolescent,Personal Travel,Business,2475,Long-Haul,2,4,2,3,2,4,4,4,4,2,4,4,4,4,0,Minor Delay,96,neutral or dissatisfied
22190,Male,Loyal Customer,56,Adolescent,Business travel,Eco,165,Short-Haul,5,3,3,3,5,5,5,5,2,2,3,1,2,5,0,Minor Delay,1,satisfied
76493,Female,Loyal Customer,60,Old,Business travel,Business,516,Short-Haul,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0,Minor Delay,0,satisfied
56067,Female,Loyal Customer,37,Adolescent,Personal Travel,Eco,2586,Long-Haul,1,4,1,5,1,5,5,3,2,4,4,5,4,5,0,Minor Delay,0,neutral or dissatisfied
78592,Female,Loyal Customer,50,Adolescent,Business travel,Business,2454,Long-Haul,4,5,4,4,3,4,5,4,4,4,4,4,4,5,2,Minor Delay,19,satisfied
106430,Male,Loyal Customer,57,Adolescent,Business travel,Business,2778,Long-Haul,3,3,3,3,3,4,4,5,5,5,5,3,5,3,0,Minor Delay,0,satisfied
85058,Male,Loyal Customer,19,Adolescent,Personal Travel,Business,696,Short-Haul,2,5,2,2,4,2,4,4,5,3,4,5,5,4,0,Minor Delay,0,neutral or dissatisfied
34077,Female,Loyal Customer,22,Adolescent,Business travel,Eco Plus,1674,Long-Haul,5,1,1,1,5,4,5,5,4,3,5,4,1,5,4,Minor Delay,0,satisfied
61612,Female,Disloyal Customer,27,Adolescent,Business travel,Business,1346,Short-Haul,3,2,2,2,3,2,3,3,3,3,4,3,4,3,0,Minor Delay,4,neutral or dissatisfied
49734,Female,Loyal Customer,65,Old,Business travel,Eco,308,Short-Haul,2,4,4,4,5,4,3,1,1,2,1,1,1,3,0,Minor Delay,0,neutral or dissatisfied
12775,Female,Loyal Customer,47,Adolescent,Personal Travel,Eco Plus,851,Short-Haul,1,5,0,1,3,5,5,1,1,0,1,5,1,4,10,Minor Delay,0,neutral or dissatisfied
14565,Male,Loyal Customer,29,Adolescent,Personal Travel,Business,986,Short-Haul,3,3,3,3,4,3,1,4,3,3,4,3,3,4,0,Minor Delay,0,neutral or dissatisfied
74353,Male,Loyal Customer,46,Adolescent,Business travel,Business,1171,Short-Haul,3,3,3,3,4,4,4,5,2,4,5,4,5,4,315,Severe Delay,299,satisfied
39575,Male,Loyal Customer,43,Adolescent,Business travel,Business,965,Short-Haul,2,2,2,2,3,4,2,5,5,5,5,5,5,2,0,Minor Delay,0,satisfied
88633,Female,Loyal Customer,55,Adolescent,Personal Travel,Eco,406,Short-Haul,2,5,2,5,4,4,4,1,1,2,1,4,1,3,0,Minor Delay,0,neutral or dissatisfied
28323,Male,Loyal Customer,45,Adolescent,Business travel,Business,1588,Long-Haul,2,5,5,5,2,4,3,2,2,2,2,2,2,3,16,Minor Delay,2,neutral or dissatisfied
37106,Female,Loyal Customer,56,Adolescent,Business travel,Eco,1189,Short-Haul,4,1,5,1,2,5,5,4,4,4,4,4,4,1,92,Severe Delay,92,satisfied
917,Female,Loyal Customer,56,Adolescent,Business travel,Business,3870,Long-Haul,3,3,3,3,4,4,4,5,5,5,4,5,5,4,0,Minor Delay,0,satisfied
11170,Female,Loyal Customer,25,Adolescent,Personal Travel,Eco,201,Short-Haul,1,3,1,4,4,1,4,4,2,3,1,4,1,4,67,Severe Delay,56,neutral or dissatisfied
113249,Male,Loyal Customer,47,Adolescent,Personal Travel,Business,386,Short-Haul,2,5,2,4,5,4,4,3,3,2,3,5,3,4,0,Minor Delay,0,neutral or dissatisfied
3983,Male,Loyal Customer,47,Adolescent,Personal Travel,Eco,340,Short-Haul,2,5,2,3,1,2,1,1,4,2,4,5,5,1,0,Minor Delay,0,neutral or dissatisfied
56864,Female,Loyal Customer,56,Adolescent,Business travel,Business,2565,Long-Haul,1,1,2,1,4,5,5,5,3,5,5,5,3,5,13,Minor Delay,0,satisfied
120620,Male,Loyal Customer,65,Old,Personal Travel,Business,280,Short-Haul,1,3,1,5,3,4,3,4,4,1,4,5,4,3,0,Minor Delay,0,neutral or dissatisfied
128134,Male,Loyal Customer,23,Adolescent,Business travel,Business,1587,Long-Haul,2,2,2,2,4,4,4,4,5,5,4,3,5,4,0,Minor Delay,0,satisfied
64890,Male,Loyal Customer,28,Adolescent,Business travel,Business,3291,Long-Haul,1,2,3,3,4,3,1,4,2,3,4,1,3,4,0,Minor Delay,0,neutral or dissatisfied
24485,Female,Disloyal Customer,29,Adolescent,Business travel,Eco,547,Short-Haul,3,3,3,3,1,3,1,1,4,4,4,2,3,1,5,Minor Delay,11,neutral or dissatisfied
103632,Male,Disloyal Customer,36,Adolescent,Business travel,Business,405,Short-Haul,1,1,1,2,5,1,3,5,4,4,5,3,5,5,0,Minor Delay,0,neutral or dissatisfied
23911,Female,Loyal Customer,33,Adolescent,Business travel,Business,2710,Long-Haul,4,5,5,5,3,3,4,4,4,3,4,4,4,3,0,Minor Delay,0,neutral or dissatisfied
5847,Male,Loyal Customer,22,Adolescent,Business travel,Business,1020,Short-Haul,4,4,4,4,3,4,3,3,5,3,5,5,4,3,0,Minor Delay,0,satisfied
95341,Male,Loyal Customer,68,Old,Personal Travel,Eco,319,Short-Haul,1,5,1,4,5,1,5,5,2,4,2,2,3,5,0,Minor Delay,0,neutral or dissatisfied
92042,Male,Disloyal Customer,49,Adolescent,Business travel,Business,1522,Long-Haul,4,5,5,2,3,4,3,3,3,4,4,3,4,3,0,Minor Delay,0,neutral or dissatisfied
49268,Male,Disloyal Customer,39,Adolescent,Business travel,Eco,373,Short-Haul,2,5,2,3,5,2,5,5,2,4,2,1,2,5,0,Minor Delay,0,neutral or dissatisfied
28477,Male,Loyal Customer,25,Adolescent,Personal Travel,Eco,1721,Long-Haul,1,5,1,2,5,1,5,5,5,3,3,4,4,5,0,Minor Delay,4,neutral or dissatisfied
117057,Female,Loyal Customer,41,Adolescent,Business travel,Business,2026,Long-Haul,3,3,3,3,5,4,4,3,3,3,3,3,3,3,0,Minor Delay,0,neutral or dissatisfied
106829,Male,Loyal Customer,46,Adolescent,Personal Travel,Eco Plus,1488,Short-Haul,3,4,3,3,1,3,1,1,3,3,5,4,5,1,5,Minor Delay,0,neutral or dissatisfied
98054,Male,Loyal Customer,39,Adolescent,Personal Travel,Eco,1797,Long-Haul,4,2,4,4,2,4,2,2,3,2,2,1,3,2,15,Minor Delay,12,satisfied
104796,Female,Loyal Customer,65,Old,Business travel,Eco,587,Short-Haul,2,4,5,4,1,3,3,2,2,2,2,4,2,4,23,Minor Delay,26,neutral or dissatisfied
80462,Male,Loyal Customer,47,Adolescent,Business travel,Business,2787,Long-Haul,4,4,4,4,2,4,4,5,5,5,5,4,5,3,0,Minor Delay,0,satisfied
57504,Male,Loyal Customer,54,Adolescent,Personal Travel,Eco,1075,Short-Haul,2,4,2,1,2,2,2,2,4,2,4,3,4,2,21,Minor Delay,29,neutral or dissatisfied
54505,Male,Disloyal Customer,31,Adolescent,Business travel,Eco,925,Short-Haul,3,3,3,3,4,3,4,4,3,4,1,4,4,4,0,Minor Delay,0,neutral or dissatisfied
8921,Male,Disloyal Customer,34,Adolescent,Business travel,Eco,661,Short-Haul,2,3,2,3,2,3,3,3,1,4,3,3,1,3,302,Severe Delay,296,neutral or dissatisfied
111738,Male,Loyal Customer,42,Adolescent,Business travel,Business,2209,Long-Haul,1,1,1,1,3,4,4,4,4,5,4,4,4,4,4,Minor Delay,22,satisfied
110902,Female,Disloyal Customer,62,Old,Business travel,Eco,404,Short-Haul,1,1,0,3,2,0,5,2,2,5,4,4,3,2,0,Minor Delay,0,neutral or dissatisfied
51592,Female,Disloyal Customer,38,Adolescent,Business travel,Eco,370,Short-Haul,1,3,1,4,1,1,1,1,2,5,3,3,3,1,62,Severe Delay,78,neutral or dissatisfied
103095,Male,Loyal Customer,46,Adolescent,Personal Travel,Eco,687,Short-Haul,3,4,3,2,3,3,3,3,3,4,4,5,5,3,0,Minor Delay,0,neutral or dissatisfied
42335,Female,Loyal Customer,59,Adolescent,Personal Travel,Eco,550,Short-Haul,2,3,2,5,1,5,4,4,4,2,4,5,4,4,73,Severe Delay,70,neutral or dissatisfied
18526,Male,Disloyal Customer,44,Adolescent,Business travel,Eco,253,Short-Haul,3,3,3,1,3,3,3,3,2,3,5,4,5,3,0,Minor Delay,0,neutral or dissatisfied
51379,Female,Loyal Customer,8,Children,Personal Travel,Eco Plus,110,Short-Haul,4,3,4,4,3,4,3,3,1,2,2,1,4,3,0,Minor Delay,0,neutral or dissatisfied
106850,Male,Loyal Customer,54,Adolescent,Personal Travel,Eco,1733,Long-Haul,2,3,2,5,1,2,1,1,5,2,4,3,1,1,28,Minor Delay,14,neutral or dissatisfied
39478,Male,Loyal Customer,26,Adolescent,Business travel,Business,3376,Long-Haul,3,3,3,3,3,3,3,3,4,3,4,4,3,3,56,Moderate Delay,49,neutral or dissatisfied
94305,Female,Loyal Customer,58,Adolescent,Business travel,Business,248,Short-Haul,5,5,5,5,4,5,4,5,5,5,5,5,5,4,0,Minor Delay,0,satisfied
59706,Female,Loyal Customer,13,Children,Personal Travel,Eco,861,Short-Haul,2,5,3,3,2,3,2,2,3,3,4,3,4,2,0,Minor Delay,21,neutral or dissatisfied
12883,Female,Loyal Customer,55,Adolescent,Business travel,Eco,809,Short-Haul,5,1,1,1,2,1,2,5,5,5,5,5,5,2,0,Minor Delay,0,satisfied
40410,Female,Loyal Customer,43,Adolescent,Business travel,Business,2920,Long-Haul,4,4,3,4,5,2,2,5,5,5,4,1,5,5,0,Minor Delay,0,satisfied
81230,Female,Loyal Customer,57,Adolescent,Business travel,Business,3967,Long-Haul,3,3,3,3,5,5,5,4,4,4,5,5,4,5,0,Minor Delay,0,satisfied
17844,Male,Loyal Customer,30,Adolescent,Business travel,Eco Plus,505,Short-Haul,4,3,3,3,4,4,4,4,4,5,3,5,4,4,0,Minor Delay,0,satisfied
61987,Female,Loyal Customer,49,Adolescent,Business travel,Business,2475,Long-Haul,3,3,3,3,2,4,4,5,5,5,5,4,5,3,0,Minor Delay,0,satisfied
48586,Female,Loyal Customer,24,Adolescent,Personal Travel,Eco,853,Short-Haul,2,4,3,1,3,3,3,3,4,2,4,5,4,3,0,Minor Delay,11,neutral or dissatisfied
69935,Female,Loyal Customer,59,Adolescent,Business travel,Business,2174,Long-Haul,3,3,3,3,3,3,5,4,4,5,4,5,4,5,0,Minor Delay,0,satisfied
114974,Male,Loyal Customer,44,Adolescent,Business travel,Business,3691,Long-Haul,4,4,4,4,4,5,5,4,4,4,4,3,4,3,46,Moderate Delay,33,satisfied
123886,Female,Disloyal Customer,37,Adolescent,Business travel,Eco,173,Short-Haul,1,3,1,3,4,1,4,4,3,2,1,1,1,4,0,Minor Delay,0,neutral or dissatisfied
102875,Female,Disloyal Customer,25,Adolescent,Business travel,Eco,472,Short-Haul,4,0,4,5,3,4,3,3,3,4,3,2,2,3,0,Minor Delay,0,satisfied
55049,Female,Loyal Customer,53,Adolescent,Business travel,Business,1346,Short-Haul,2,2,3,2,5,5,4,4,4,5,4,3,4,3,2,Minor Delay,0,satisfied
69832,Female,Disloyal Customer,21,Adolescent,Business travel,Business,1055,Short-Haul,5,5,5,3,5,5,5,5,4,3,4,3,4,5,12,Minor Delay,4,satisfied
114318,Female,Loyal Customer,64,Old,Personal Travel,Eco,850,Short-Haul,3,5,3,2,5,4,5,2,2,3,2,5,2,3,0,Minor Delay,0,neutral or dissatisfied
16546,Female,Disloyal Customer,35,Adolescent,Business travel,Eco Plus,1134,Short-Haul,1,1,1,5,2,1,2,2,1,4,2,3,2,2,1,Minor Delay,5,neutral or dissatisfied
55251,Female,Loyal Customer,17,Children,Personal Travel,Eco,1009,Short-Haul,4,2,4,2,2,4,5,2,2,3,3,2,2,2,0,Minor Delay,0,neutral or dissatisfied
